std_error_mean,geometric_mean,harmonic_mean,root_mean_square,shannon_entropy,coef_of_var,signal_to_noise,percentile_75,mean,std_dev,max_value,mean_abs_dev,contrast,energy,entropy,range,variance,iqr,label
0.03464330712445177,0.0004700081427451359,1.9104196206869954e-06,0.48332306925835394,5.616774794978603,1.3858979787535934,0.72155199297049,0.4703986421227455,0.28280889665438735,0.39194427824684935,1.5460599660873413,0.32862306529941065,0.15362031725044367,29.900952227496397,3.8932516131075827,1.5460599660873413,0.15362031725044367,0.4703986421227455,1
0.03154307813835941,0.0005582888471672221,1.9999803561926346e-06,0.4354919480036501,5.589701673901015,1.4297935676624862,0.6993997038995793,0.4554571285843849,0.24959490606852341,0.35686919121809724,1.3823904991149902,0.2947684210034822,0.12735561964065886,24.275614307329775,3.874485955563695,1.3823904991149902,0.12735561964065886,0.4554571285843849,1
0.030227720785247568,0.0006492739538658794,2.0644962599222283e-06,0.4159879074935284,5.59291365951586,1.4439963499303323,0.6925205011594062,0.38322147727012634,0.2368341315886937,0.3419876215529937,1.3216389417648315,0.27555307601505774,0.11695553329547366,22.149880215148073,3.876712334336623,1.3216389417648315,0.11695553329547366,0.38322147727012634,1
0.033050242515374945,0.0015098903403198446,2.4150671877400786e-06,0.45457655092935556,5.683440696892982,1.4464933030344016,0.6913252370725365,0.3873993456363678,0.25850158369576093,0.37392080963970503,1.8198703527450562,0.28449154669397103,0.1398167718816125,26.44989960381811,3.9394608950590193,1.8198703527450562,0.1398167718816125,0.3873993456363678,1
0.0297057882965802,0.000389832949758841,1.9104119916391126e-06,0.4001197924786344,5.471160476017635,1.547859025909078,0.6460517449015062,0.3446507677435875,0.21712741528426704,0.33608262952006146,1.58216392993927,0.2671896304231325,0.1129515338651189,20.492268586642616,3.7923194584706312,1.58216392993927,0.1129515338651189,0.3446507677435875,1
0.03142488800029666,0.0013507962716055525,2.3272152031964783e-06,0.44385399804620007,5.782904504409654,1.3380306484756959,0.7473649340252108,0.4402126148343086,0.2657129138660821,0.35553202244860055,1.6804794073104858,0.27889329796087736,0.12640301898639222,25.21681556244431,4.008403952806958,1.6804794073104858,0.12640301898639222,0.4402126148343086,1
0.042101681098508856,0.0005005350575013997,1.910437384021356e-06,0.5748985445551067,5.5502168780447345,1.4797180998903117,0.6758029794166026,0.5283577293157578,0.32190330529920175,0.4763261472657457,1.8384507894515991,0.3769470919547757,0.22688659856902882,42.305067076042235,3.847117180640928,1.8384507894515991,0.22688659856902882,0.5283577293157578,1
0.038384847827982856,0.0003547932721591438,1.8285639857216239e-06,0.5182897980492425,5.466410291709841,1.5351103537057513,0.6514174664399937,0.4523544907569885,0.282894958043471,0.4342749791036864,1.8572092056274414,0.3470020095919608,0.18859475747550727,34.383912289526336,3.7890268816105426,1.8572092056274414,0.18859475747550727,0.4523544907569885,1
0.03194070247593643,0.00018063181409359822,1.6842025753418922e-06,0.4215195110008369,5.315649572724853,1.6652361059583096,0.6005137824995959,0.3566398099064827,0.2170069432031596,0.36136779706554556,1.78799569606781,0.2800948108688317,0.13058668475600532,22.742873363761234,3.6845275143069074,1.78799569606781,0.13058668475600532,0.3566398099064827,1
0.04212017125701149,0.0009319719684212577,2.0983516647775344e-06,0.593933827550898,5.697780417907852,1.344239893408581,0.7439132750244911,0.6577388048171997,0.3545017090073088,0.4765353395291446,1.7820388078689575,0.4019904558158487,0.22708592982015713,45.15294611318525,3.949400432250493,1.7820388078689575,0.22708592982015713,0.6577388048171997,1
