mean,std_dev,variance,median,range,skewness,kurtosis,entropy,energy,contrast,mean_abs_dev,min_value,max_value,iqr,percentile_25,percentile_50,percentile_75,signal_to_noise,coef_of_var,autocorrelation,shannon_entropy,root_mean_square,harmonic_mean,geometric_mean,std_error_mean,median_abs_dev,label
0.28280889665438735,0.39194427824684935,0.15362031725044367,0.0,1.5460599660873413,1.2061045209812915,0.31531951128925684,3.8932516131075827,29.900952227496397,0.15362031725044367,0.32862306529941065,0.0,1.5460599660873413,0.4703986421227455,0.0,0.0,0.4703986421227455,0.72155199297049,1.3858979787535934,0.03411624299553368,5.616774794978603,0.48332306925835394,1.9104196206869954e-06,0.0004700081427451359,0.03464330712445177,0.0,1
0.24959490606852341,0.35686919121809724,0.12735561964065886,0.004132757894694805,1.3823904991149902,1.3602465603241427,0.834863452064432,3.874485955563695,24.275614307329775,0.12735561964065886,0.2947684210034822,0.0,1.3823904991149902,0.4554571285843849,0.0,0.004132757894694805,0.4554571285843849,0.6993997038995793,1.4297935676624862,-0.011628248952219117,5.589701673901015,0.4354919480036501,1.9999803561926346e-06,0.0005582888471672221,0.03154307813835941,0.004132757894694805,1
0.2368341315886937,0.3419876215529937,0.11695553329547366,0.0150363240391016,1.3216389417648315,1.396196155876332,0.8472031460770899,3.876712334336623,22.149880215148073,0.11695553329547366,0.27555307601505774,0.0,1.3216389417648315,0.38322147727012634,0.0,0.0150363240391016,0.38322147727012634,0.6925205011594062,1.4439963499303323,0.06075985137177976,5.59291365951586,0.4159879074935284,2.0644962599222283e-06,0.0006492739538658794,0.030227720785247568,0.0150363240391016,1
0.25850158369576093,0.37392080963970503,0.1398167718816125,0.07450291886925697,1.8198703527450562,1.775027279798793,2.856719575598442,3.9394608950590193,26.44989960381811,0.1398167718816125,0.28449154669397103,0.0,1.8198703527450562,0.3873993456363678,0.0,0.07450291886925697,0.3873993456363678,0.6913252370725365,1.4464933030344016,0.08692707342854933,5.683440696892982,0.45457655092935556,2.4150671877400786e-06,0.0015098903403198446,0.033050242515374945,0.07450291886925697,1
0.21712741528426704,0.33608262952006146,0.1129515338651189,0.0,1.58216392993927,1.6818862945482025,2.354974358912574,3.7923194584706312,20.492268586642616,0.1129515338651189,0.2671896304231325,0.0,1.58216392993927,0.3446507677435875,0.0,0.0,0.3446507677435875,0.6460517449015062,1.547859025909078,0.12246630185322638,5.471160476017635,0.4001197924786344,1.9104119916391126e-06,0.000389832949758841,0.0297057882965802,0.0,1
0.2657129138660821,0.35553202244860055,0.12640301898639222,0.1079433374106884,1.6804794073104858,1.6049994042649138,2.4657030417953347,4.008403952806958,25.21681556244431,0.12640301898639222,0.27889329796087736,0.0,1.6804794073104858,0.4402126148343086,0.0,0.1079433374106884,0.4402126148343086,0.7473649340252108,1.3380306484756959,0.08647629022703453,5.782904504409654,0.44385399804620007,2.3272152031964783e-06,0.0013507962716055525,0.03142488800029666,0.1079433374106884,1
0.32190330529920175,0.4763261472657457,0.22688659856902882,0.0,1.8384507894515991,1.532523425286602,1.450552170931532,3.847117180640928,42.305067076042235,0.22688659856902882,0.3769470919547757,0.0,1.8384507894515991,0.5283577293157578,0.0,0.0,0.5283577293157578,0.6758029794166026,1.4797180998903117,0.015193951299748992,5.5502168780447345,0.5748985445551067,1.910437384021356e-06,0.0005005350575013997,0.042101681098508856,0.0,1
0.282894958043471,0.4342749791036864,0.18859475747550727,0.0,1.8572092056274414,1.5452190103121,1.450891462594389,3.7890268816105426,34.383912289526336,0.18859475747550727,0.3470020095919608,0.0,1.8572092056274414,0.4523544907569885,0.0,0.0,0.4523544907569885,0.6514174664399937,1.5351103537057513,-0.01166362038000495,5.466410291709841,0.5182897980492425,1.8285639857216239e-06,0.0003547932721591438,0.038384847827982856,0.0,1
0.2170069432031596,0.36136779706554556,0.13058668475600532,0.0,1.78799569606781,1.9324296375186552,3.7195164529258777,3.6845275143069074,22.742873363761234,0.13058668475600532,0.2800948108688317,0.0,1.78799569606781,0.3566398099064827,0.0,0.0,0.3566398099064827,0.6005137824995959,1.6652361059583096,0.06830980137314985,5.315649572724853,0.4215195110008369,1.6842025753418922e-06,0.00018063181409359822,0.03194070247593643,0.0,1
0.3545017090073088,0.4765353395291446,0.22708592982015713,0.06144923157989979,1.7820388078689575,1.1627260911445823,0.11493558186878605,3.949400432250493,45.15294611318525,0.22708592982015713,0.4019904558158487,0.0,1.7820388078689575,0.6577388048171997,0.0,0.06144923157989979,0.6577388048171997,0.7439132750244911,1.344239893408581,-0.06361540839146734,5.697780417907852,0.593933827550898,2.0983516647775344e-06,0.0009319719684212577,0.04212017125701149,0.06144923157989979,1
0.29032085940707475,0.40554342238528046,0.16446546743996598,0.026288490742444992,1.638056755065918,1.462988948393335,1.2997146254816334,3.9296732970239896,31.840213612394045,0.16446546743996598,0.31904004327407165,0.0,1.638056755065918,0.4895143210887909,0.0,0.026288490742444992,0.4895143210887909,0.7158793054026038,1.3968800699113593,0.014360770787643962,5.669320177745629,0.4987501066133505,1.9999936815480576e-06,0.0006665385241926091,0.03584531300427901,0.026288490742444992,1
0.3165008252071857,0.4590883295976366,0.21076209437274823,0.044248221442103386,1.7367998361587524,1.4848977936648928,1.2191557700548925,3.886103305013126,39.799662941385954,0.21076209437274823,0.3672551138495237,0.0,1.7367998361587524,0.5215793401002884,0.0,0.044248221442103386,0.5215793401002884,0.6894101099770258,1.4505122673759578,0.07426546322958168,5.606461966339987,0.5576153393958758,2.13331282246831e-06,0.0008951449762901703,0.040578058877761704,0.044248221442103386,1
0.19929434070945717,0.3041324465542581,0.09249654504707866,0.0,1.3307931423187256,1.7601211901354719,2.4970653243921603,3.8352755532754506,16.92349174859467,0.09249654504707866,0.23315145590368047,0.0,1.3307931423187256,0.290497325360775,0.0,0.0,0.290497325360775,0.6552858390532283,1.5260465774973508,0.11119565513964606,5.533133020968505,0.36361350261767766,1.9104351218615576e-06,0.0004054365546238369,0.02688176441717139,0.0,1
