geometric_mean,shannon_entropy,coef_of_var,signal_to_noise,mean_abs_dev,entropy,label
0.0004700081427451359,5.616774794978603,1.3858979787535934,0.72155199297049,0.32862306529941065,3.8932516131075827,1
0.0005582888471672221,5.589701673901015,1.4297935676624862,0.6993997038995793,0.2947684210034822,3.874485955563695,1
0.0006492739538658794,5.59291365951586,1.4439963499303323,0.6925205011594062,0.27555307601505774,3.876712334336623,1
0.0015098903403198446,5.683440696892982,1.4464933030344016,0.6913252370725365,0.28449154669397103,3.9394608950590193,1
0.000389832949758841,5.471160476017635,1.547859025909078,0.6460517449015062,0.2671896304231325,3.7923194584706312,1
0.0013507962716055525,5.782904504409654,1.3380306484756959,0.7473649340252108,0.27889329796087736,4.008403952806958,1
0.0005005350575013997,5.5502168780447345,1.4797180998903117,0.6758029794166026,0.3769470919547757,3.847117180640928,1
0.0003547932721591438,5.466410291709841,1.5351103537057513,0.6514174664399937,0.3470020095919608,3.7890268816105426,1
0.00018063181409359822,5.315649572724853,1.6652361059583096,0.6005137824995959,0.2800948108688317,3.6845275143069074,1
0.0009319719684212577,5.697780417907852,1.344239893408581,0.7439132750244911,0.4019904558158487,3.949400432250493,1
0.0006665385241926091,5.669320177745629,1.3968800699113593,0.7158793054026038,0.31904004327407165,3.9296732970239896,1
0.0008951449762901703,5.606461966339987,1.4505122673759578,0.6894101099770258,0.3672551138495237,3.886103305013126,1
0.0004054365546238369,5.533133020968505,1.5260465774973508,0.6552858390532283,0.23315145590368047,3.8352755532754506,1
0.00039795128049471937,5.56321083527456,1.44544687138126,0.6918258351085966,0.3255837466615503,3.8561239054590994,1
0.0008152306416166568,5.613173760986509,1.44442878600763,0.6923133842852338,0.30768091998947966,3.890755566548863,1
0.0005437827026717139,5.616432944662131,1.4492817568404566,0.6899949622377356,0.2719846057534596,3.893014660524547,1
0.0006780003785424485,5.657931478025356,1.377153919371502,0.7261333289640965,0.31477264960722096,3.9217792519226387,1
0.0006233297417969246,5.616927543315782,1.4358889524353784,0.6964306716453135,0.27597528484398026,3.8933574901868333,1
0.00021547177499461396,5.363438714853675,1.6307895060583453,0.6131982433068941,0.28181115278160007,3.7176524234348793,1
0.0010016041477615009,5.700994097328181,1.3586107104015217,0.7360442119807108,0.3396492286888133,3.9516279850799183,1
0.0005052415373708802,5.540618478906021,1.5072168088790032,0.6634729518294535,0.3203757143965049,3.840464077340042,1
0.0003249440605000554,5.390487149568579,1.604993092932282,0.6230538720658522,0.2775583239945263,3.736400969696076,1
0.00014464640427719005,5.233402267907577,1.7757381038494102,0.5631440247937254,0.19843325755164187,3.62751802686416,1
0.00067873805780742,5.679980285227087,1.4053371145034892,0.7115704120561385,0.21282335681553377,3.9370623204692277,1
0.0005098285455842647,5.610096501114839,1.4720743543697832,0.6793109726801906,0.20581743597904278,3.888622572544965,1
0.0004851333132787097,5.567654163230383,1.4799495761569077,0.6756968853165368,0.29111791694622013,3.859203785703981,1
