geometric_mean,shannon_entropy,coef_of_var,signal_to_noise,percentile_75,std_dev,mean_abs_dev,entropy,iqr,label
0.0004700081427451359,5.616774794978603,1.3858979787535934,0.72155199297049,0.4703986421227455,0.39194427824684935,0.32862306529941065,3.8932516131075827,0.4703986421227455,1
0.0005582888471672221,5.589701673901015,1.4297935676624862,0.6993997038995793,0.4554571285843849,0.35686919121809724,0.2947684210034822,3.874485955563695,0.4554571285843849,1
0.0006492739538658794,5.59291365951586,1.4439963499303323,0.6925205011594062,0.38322147727012634,0.3419876215529937,0.27555307601505774,3.876712334336623,0.38322147727012634,1
0.0015098903403198446,5.683440696892982,1.4464933030344016,0.6913252370725365,0.3873993456363678,0.37392080963970503,0.28449154669397103,3.9394608950590193,0.3873993456363678,1
0.000389832949758841,5.471160476017635,1.547859025909078,0.6460517449015062,0.3446507677435875,0.33608262952006146,0.2671896304231325,3.7923194584706312,0.3446507677435875,1
0.0013507962716055525,5.782904504409654,1.3380306484756959,0.7473649340252108,0.4402126148343086,0.35553202244860055,0.27889329796087736,4.008403952806958,0.4402126148343086,1
0.0005005350575013997,5.5502168780447345,1.4797180998903117,0.6758029794166026,0.5283577293157578,0.4763261472657457,0.3769470919547757,3.847117180640928,0.5283577293157578,1
0.0003547932721591438,5.466410291709841,1.5351103537057513,0.6514174664399937,0.4523544907569885,0.4342749791036864,0.3470020095919608,3.7890268816105426,0.4523544907569885,1
0.00018063181409359822,5.315649572724853,1.6652361059583096,0.6005137824995959,0.3566398099064827,0.36136779706554556,0.2800948108688317,3.6845275143069074,0.3566398099064827,1
0.0009319719684212577,5.697780417907852,1.344239893408581,0.7439132750244911,0.6577388048171997,0.4765353395291446,0.4019904558158487,3.949400432250493,0.6577388048171997,1
0.0006665385241926091,5.669320177745629,1.3968800699113593,0.7158793054026038,0.4895143210887909,0.40554342238528046,0.31904004327407165,3.9296732970239896,0.4895143210887909,1
0.0008951449762901703,5.606461966339987,1.4505122673759578,0.6894101099770258,0.5215793401002884,0.4590883295976366,0.3672551138495237,3.886103305013126,0.5215793401002884,1
0.0004054365546238369,5.533133020968505,1.5260465774973508,0.6552858390532283,0.290497325360775,0.3041324465542581,0.23315145590368047,3.8352755532754506,0.290497325360775,1
0.00039795128049471937,5.56321083527456,1.44544687138126,0.6918258351085966,0.5031390190124512,0.3982306045140375,0.3255837466615503,3.8561239054590994,0.5031390190124512,1
0.0008152306416166568,5.613173760986509,1.44442878600763,0.6923133842852338,0.5052090585231781,0.3818532776971126,0.30768091998947966,3.890755566548863,0.5052090585231781,1
0.0005437827026717139,5.616432944662131,1.4492817568404566,0.6899949622377356,0.3619919642806053,0.34614947424194076,0.2719846057534596,3.893014660524547,0.3619919642806053,1
0.0006780003785424485,5.657931478025356,1.377153919371502,0.7261333289640965,0.5271070748567581,0.3787824570341358,0.31477264960722096,3.9217792519226387,0.5271070748567581,1
0.0006233297417969246,5.616927543315782,1.4358889524353784,0.6964306716453135,0.40373966097831726,0.34572698778664707,0.27597528484398026,3.8933574901868333,0.40373966097831726,1
